state,abbreviation,name,price,date
Alabama,AL,Autauga,$3.6520,2026-06-16
Alabama,AL,Baldwin,$3.5080,2026-06-16
Alabama,AL,Barbour,$3.8450,2026-06-16
Alabama,AL,Bibb,$3.7820,2026-06-16
Alabama,AL,Blount,$3.7240,2026-06-16
Alabama,AL,Bullock,$3.8920,2026-06-16
Alabama,AL,Butler,$3.8040,2026-06-16
Alabama,AL,Calhoun,$3.6130,2026-06-16
Alabama,AL,Chambers,$3.6350,2026-06-16
Alabama,AL,Cherokee,$3.4740,2026-06-16
Alabama,AL,Chilton,$3.8260,2026-06-16
Alabama,AL,Choctaw,$3.9810,2026-06-16
Alabama,AL,Clarke,$3.9560,2026-06-16
Alabama,AL,Clay,$3.9990,2026-06-16
Alabama,AL,Cleburne,$3.7570,2026-06-16
Alabama,AL,Coffee,$3.7410,2026-06-16
Alabama,AL,Colbert,$3.5610,2026-06-16
Alabama,AL,Conecuh,$3.9750,2026-06-16
Alabama,AL,Coosa,$3.8120,2026-06-16
Alabama,AL,Covington,$3.7280,2026-06-16
Alabama,AL,Crenshaw,$3.8670,2026-06-16
Alabama,AL,Cullman,$3.5980,2026-06-16
Alabama,AL,Dale,$3.6990,2026-06-16
Alabama,AL,Dallas,$3.7740,2026-06-16
Alabama,AL,De Kalb,$3.5520,2026-06-16
Alabama,AL,Elmore,$3.6780,2026-06-16
Alabama,AL,Escambia,$3.7410,2026-06-16
Alabama,AL,Etowah,$3.5450,2026-06-16
Alabama,AL,Fayette,$3.8480,2026-06-16
Alabama,AL,Franklin,$3.7190,2026-06-16
Alabama,AL,Geneva,$3.7650,2026-06-16
Alabama,AL,Greene,$3.9580,2026-06-16
Alabama,AL,Hale,$3.7410,2026-06-16
Alabama,AL,Henry,$3.6260,2026-06-16
Alabama,AL,Houston,$3.6280,2026-06-16
Alabama,AL,Jackson,$3.6650,2026-06-16
Alabama,AL,Jefferson,$3.7140,2026-06-16
Alabama,AL,Lamar,$3.7990,2026-06-16
Alabama,AL,Lauderdale,$3.5890,2026-06-16
Alabama,AL,Lawrence,$3.6070,2026-06-16
Alabama,AL,Lee,$3.5870,2026-06-16
Alabama,AL,Limestone,$3.6810,2026-06-16
Alabama,AL,Lowndes,$3.8050,2026-06-16
Alabama,AL,Macon,$3.8410,2026-06-16
Alabama,AL,Madison,$3.6530,2026-06-16
Alabama,AL,Marengo,$3.7050,2026-06-16
Alabama,AL,Marion,$3.7630,2026-06-16
Alabama,AL,Marshall,$3.5110,2026-06-16
Alabama,AL,Mobile,$3.5450,2026-06-16
Alabama,AL,Monroe,$3.9420,2026-06-16
Alabama,AL,Montgomery,$3.7080,2026-06-16
Alabama,AL,Morgan,$3.5780,2026-06-16
Alabama,AL,Perry,$4.0320,2026-06-16
Alabama,AL,Pickens,$3.8370,2026-06-16
Alabama,AL,Pike,$3.9290,2026-06-16
Alabama,AL,Randolph,$3.8100,2026-06-16
Alabama,AL,Russell,$3.6730,2026-06-16
Alabama,AL,Shelby,$3.6650,2026-06-16
Alabama,AL,Saint Clair,$3.6220,2026-06-16
Alabama,AL,Sumter,$3.8690,2026-06-16
Alabama,AL,Talladega,$3.6910,2026-06-16
Alabama,AL,Tallapoosa,$3.7940,2026-06-16
Alabama,AL,Tuscaloosa,$3.5840,2026-06-16
Alabama,AL,Walker,$3.6650,2026-06-16
Alabama,AL,Washington,$3.9890,2026-06-16
Alabama,AL,Wilcox,$4.0610,2026-06-16
Alabama,AL,Winston,$3.7890,2026-06-16
Alaska,AK,Aleutians East,,2026-06-16
Alaska,AK,Aleutians West,,2026-06-16
Alaska,AK,Anchorage,$5.1510,2026-06-16
Alaska,AK,Bethel,,2026-06-16
Alaska,AK,Bristol Bay,,2026-06-16
Alaska,AK,Denali,$5.4090,2026-06-16
Alaska,AK,Dillingham,,2026-06-16
Alaska,AK,Fairbanks North Star,$4.9980,2026-06-16
Alaska,AK,Haines,$5.7890,2026-06-16
Alaska,AK,Juneau,$4.7690,2026-06-16
Alaska,AK,Kenai Peninsula,$5.2090,2026-06-16
Alaska,AK,Ketchikan Gateway,$4.8210,2026-06-16
Alaska,AK,Kodiak Island,$5.6290,2026-06-16
Alaska,AK,Matanuska Susitna,$4.9510,2026-06-16
Alaska,AK,Nome,,2026-06-16
Alaska,AK,North Slope,,2026-06-16
Alaska,AK,Northwest Arctic,,2026-06-16
Alaska,AK,Lake and Peninsula,,2026-06-16
Alaska,AK,Prince Wales Ketchikan,$5.5590,2026-06-16
Alaska,AK,Sitka,$4.9940,2026-06-16
Alaska,AK,Skagway Hoonah Angoon,,2026-06-16
Alaska,AK,Southeast Fairbanks,$5.0900,2026-06-16
Alaska,AK,Valdez Cordova,$5.3200,2026-06-16
Alaska,AK,Wade Hampton,,2026-06-16
Alaska,AK,Wrangell Petersburg,$4.8640,2026-06-16
Alaska,AK,Yakutat,,2026-06-16
Alaska,AK,Yukon Koyukuk,$5.4490,2026-06-16
Arizona,AZ,Apache,$4.4990,2026-06-16
Arizona,AZ,Cochise,$4.5140,2026-06-16
Arizona,AZ,Coconino,$4.6580,2026-06-16
Arizona,AZ,Gila,$4.5340,2026-06-16
Arizona,AZ,Graham,$4.7050,2026-06-16
Arizona,AZ,Greenlee,$4.5540,2026-06-16
Arizona,AZ,La Paz,$4.4750,2026-06-16
Arizona,AZ,Maricopa,$4.3270,2026-06-16
Arizona,AZ,Mohave,$4.4940,2026-06-16
Arizona,AZ,Navajo,$4.4320,2026-06-16
Arizona,AZ,Pima,$4.2950,2026-06-16
Arizona,AZ,Pinal,$4.2760,2026-06-16
Arizona,AZ,Santa Cruz,$4.4150,2026-06-16
Arizona,AZ,Yavapai,$4.6350,2026-06-16
Arizona,AZ,Yuma,$4.4310,2026-06-16
Arkansas,AR,Arkansas,$3.6160,2026-06-16
Arkansas,AR,Ashley,$3.6590,2026-06-16
Arkansas,AR,Baxter,$3.6870,2026-06-16
Arkansas,AR,Benton,$3.5710,2026-06-16
Arkansas,AR,Boone,$3.8480,2026-06-16
Arkansas,AR,Bradley,$3.7010,2026-06-16
Arkansas,AR,Calhoun,$3.9990,2026-06-16
Arkansas,AR,Carroll,$3.7260,2026-06-16
