Date,State,City,Regular,Mid-Grade,Premium,Diesel
2023-12-08,Alabama,Anniston-Oxford,2.787,3.122,3.495,3.822
2024-11-08,Alabama,Anniston-Oxford,2.814,3.179,3.620,3.308
2024-12-01,Alabama,Anniston-Oxford,2.739,3.106,3.536,3.274
2024-12-07,Alabama,Anniston-Oxford,2.755,3.159,3.575,3.321
2024-12-08,Alabama,Anniston-Oxford,2.748,3.161,3.526,3.327
2023-12-08,Alabama,Auburn,2.773,3.139,3.500,3.805
2024-11-08,Alabama,Auburn,2.735,3.123,3.485,3.279
2024-12-01,Alabama,Auburn,2.695,3.075,3.417,3.248
2024-12-07,Alabama,Auburn,2.698,3.102,3.542,3.266
2024-12-08,Alabama,Auburn,2.704,3.077,3.501,3.273
2023-12-08,Alabama,Birmingham,2.829,3.249,3.622,3.898
2024-11-08,Alabama,Birmingham,2.807,3.276,3.667,3.383
2024-12-01,Alabama,Birmingham,2.720,3.171,3.570,3.342
2024-12-07,Alabama,Birmingham,2.748,3.222,3.617,3.377
2024-12-08,Alabama,Birmingham,2.744,3.212,3.605,3.377
2023-12-08,Alabama,Daphne-Fairhope-Foley,2.788,3.199,3.600,3.717
2024-11-08,Alabama,Daphne-Fairhope-Foley,2.787,3.199,3.568,3.260
2024-12-01,Alabama,Daphne-Fairhope-Foley,2.696,3.142,3.493,3.207
2024-12-07,Alabama,Daphne-Fairhope-Foley,2.729,3.143,3.524,3.239
2024-12-08,Alabama,Daphne-Fairhope-Foley,2.720,3.148,3.526,3.234
2023-12-08,Alabama,Decatur,2.764,3.196,3.619,3.828
2024-11-08,Alabama,Decatur,2.742,3.167,3.529,3.264
2024-12-01,Alabama,Decatur,2.667,3.094,3.489,3.211
2024-12-07,Alabama,Decatur,2.675,3.094,3.521,3.232
2024-12-08,Alabama,Decatur,2.670,3.084,3.476,3.239
2023-12-08,Alabama,Dothan,2.865,3.243,3.618,3.936
2024-11-08,Alabama,Dothan,2.884,3.292,3.651,3.522
2024-12-01,Alabama,Dothan,2.774,3.128,3.478,3.488
2024-12-07,Alabama,Dothan,2.804,3.203,3.589,3.575
2024-12-08,Alabama,Dothan,2.799,3.157,3.531,3.556
2023-12-08,Alabama,Florence-Muscle Shoals,2.787,3.183,3.560,3.941
2024-11-08,Alabama,Florence-Muscle Shoals,2.787,3.187,3.591,3.261
2024-12-01,Alabama,Florence-Muscle Shoals,2.705,3.106,3.484,3.219
2024-12-07,Alabama,Florence-Muscle Shoals,2.727,3.136,3.525,3.308
2024-12-08,Alabama,Florence-Muscle Shoals,2.714,3.113,3.485,3.296
2023-12-08,Alabama,Gadsden,2.709,3.069,3.521,3.846
2024-11-08,Alabama,Gadsden,2.695,3.083,3.502,3.300
2024-12-01,Alabama,Gadsden,2.643,3.047,3.410,3.190
2024-12-07,Alabama,Gadsden,2.699,3.120,3.524,3.310
2024-12-08,Alabama,Gadsden,2.691,3.099,3.514,3.305
2023-12-08,Alabama,Huntsville,2.839,3.239,3.601,3.892
2024-11-08,Alabama,Huntsville,2.839,3.274,3.645,3.407
2024-12-01,Alabama,Huntsville,2.758,3.163,3.503,3.288
2024-12-07,Alabama,Huntsville,2.773,3.198,3.592,3.372
2024-12-08,Alabama,Huntsville,2.769,3.186,3.564,3.363
2023-12-08,Alabama,Mobile,2.837,3.292,3.646,3.798
2024-11-08,Alabama,Mobile,2.731,3.172,3.534,3.295
2024-12-01,Alabama,Mobile,2.665,3.051,3.421,3.232
2024-12-07,Alabama,Mobile,2.690,3.154,3.521,3.283
2024-12-08,Alabama,Mobile,2.686,3.144,3.498,3.293
2023-12-08,Alabama,Montgomery,2.865,3.312,3.755,3.910
2024-11-08,Alabama,Montgomery,2.795,3.253,3.673,3.303
2024-12-01,Alabama,Montgomery,2.723,3.156,3.578,3.283
2024-12-07,Alabama,Montgomery,2.753,3.234,3.624,3.314
2024-12-08,Alabama,Montgomery,2.746,3.212,3.590,3.320
2023-12-08,Alabama,Russell County,2.845,3.314,3.732,4.024
2024-11-08,Alabama,Russell County,2.738,3.243,3.575,3.425
2024-12-01,Alabama,Russell County,2.734,3.217,3.603,3.424
2024-12-07,Alabama,Russell County,2.763,3.250,3.577,3.428
2024-12-08,Alabama,Russell County,2.758,3.260,3.590,3.456
2023-12-08,Alabama,Tuscaloosa,2.789,3.219,3.645,3.807
2024-11-08,Alabama,Tuscaloosa,2.779,3.219,3.638,3.307
2024-12-01,Alabama,Tuscaloosa,2.694,3.132,3.558,3.270
2024-12-07,Alabama,Tuscaloosa,2.711,3.172,3.584,3.268
2024-12-08,Alabama,Tuscaloosa,2.704,3.163,3.548,3.286
2023-12-08,Alaska,Anchorage,3.820,4.152,4.341,4.232
2024-11-08,Alaska,Anchorage,3.563,3.851,4.095,3.627
2024-12-01,Alaska,Anchorage,3.437,3.764,3.969,3.582
2024-12-07,Alaska,Anchorage,3.391,3.697,3.905,3.582
2024-12-08,Alaska,Anchorage,3.382,3.703,3.924,3.574
2023-12-08,Alaska,Fairbanks,3.683,3.848,4.059,4.116
2024-11-08,Alaska,Fairbanks,3.484,3.715,3.942,3.718
2024-12-01,Alaska,Fairbanks,3.386,3.675,3.808,3.634
