Date,State,City,Regular,Mid-Grade,Premium,Diesel
2024-01-22,Alabama,Anniston-Oxford,2.735,3.108,3.425,3.691
2024-12-22,Alabama,Anniston-Oxford,2.769,3.160,3.541,3.280
2025-01-15,Alabama,Anniston-Oxford,2.827,3.225,3.601,3.333
2025-01-21,Alabama,Anniston-Oxford,2.837,3.188,3.603,3.375
2025-01-22,Alabama,Anniston-Oxford,2.845,3.215,3.611,3.385
2024-01-22,Alabama,Auburn,2.786,3.153,3.487,3.660
2024-12-22,Alabama,Auburn,2.692,3.108,3.480,3.277
2025-01-15,Alabama,Auburn,2.716,3.101,3.526,3.325
2025-01-21,Alabama,Auburn,2.770,3.142,3.563,3.412
2025-01-22,Alabama,Auburn,2.760,3.150,3.512,3.412
2024-01-22,Alabama,Birmingham,2.799,3.236,3.605,3.735
2024-12-22,Alabama,Birmingham,2.742,3.210,3.612,3.355
2025-01-15,Alabama,Birmingham,2.768,3.238,3.639,3.428
2025-01-21,Alabama,Birmingham,2.793,3.256,3.646,3.477
2025-01-22,Alabama,Birmingham,2.797,3.253,3.667,3.490
2024-01-22,Alabama,Daphne-Fairhope-Foley,2.800,3.185,3.550,3.599
2024-12-22,Alabama,Daphne-Fairhope-Foley,2.708,3.156,3.493,3.235
2025-01-15,Alabama,Daphne-Fairhope-Foley,2.781,3.208,3.602,3.339
2025-01-21,Alabama,Daphne-Fairhope-Foley,2.811,3.235,3.616,3.443
2025-01-22,Alabama,Daphne-Fairhope-Foley,2.811,3.226,3.617,3.448
2024-01-22,Alabama,Decatur,2.780,3.179,3.514,3.710
2024-12-22,Alabama,Decatur,2.699,3.126,3.482,3.215
2025-01-15,Alabama,Decatur,2.730,3.142,3.522,3.318
2025-01-21,Alabama,Decatur,2.764,3.165,3.530,3.368
2025-01-22,Alabama,Decatur,2.769,3.182,3.569,3.365
2024-01-22,Alabama,Dothan,2.816,3.196,3.539,3.764
2024-12-22,Alabama,Dothan,2.748,3.169,3.476,3.525
2025-01-15,Alabama,Dothan,2.790,3.196,3.601,3.528
2025-01-21,Alabama,Dothan,2.808,3.239,3.620,3.576
2025-01-22,Alabama,Dothan,2.814,3.210,3.632,3.583
2024-01-22,Alabama,Florence-Muscle Shoals,2.724,3.059,3.439,3.614
2024-12-22,Alabama,Florence-Muscle Shoals,2.771,3.179,3.570,3.225
2025-01-15,Alabama,Florence-Muscle Shoals,2.788,3.221,3.600,3.269
2025-01-21,Alabama,Florence-Muscle Shoals,2.823,3.227,3.610,3.328
2025-01-22,Alabama,Florence-Muscle Shoals,2.862,3.291,3.675,3.348
2024-01-22,Alabama,Gadsden,2.694,3.042,3.439,3.662
2024-12-22,Alabama,Gadsden,2.735,3.144,3.572,3.249
2025-01-15,Alabama,Gadsden,2.702,3.129,3.516,3.303
2025-01-21,Alabama,Gadsden,2.714,3.152,3.479,3.354
2025-01-22,Alabama,Gadsden,2.739,3.152,3.496,3.354
2024-01-22,Alabama,Huntsville,2.826,3.194,3.571,3.683
2024-12-22,Alabama,Huntsville,2.746,3.150,3.533,3.310
2025-01-15,Alabama,Huntsville,2.779,3.198,3.589,3.371
2025-01-21,Alabama,Huntsville,2.805,3.212,3.582,3.408
2025-01-22,Alabama,Huntsville,2.815,3.247,3.609,3.432
2024-01-22,Alabama,Mobile,2.816,3.231,3.615,3.624
2024-12-22,Alabama,Mobile,2.673,3.165,3.490,3.241
2025-01-15,Alabama,Mobile,2.748,3.198,3.587,3.414
2025-01-21,Alabama,Mobile,2.792,3.220,3.610,3.484
2025-01-22,Alabama,Mobile,2.793,3.211,3.604,3.481
2024-01-22,Alabama,Montgomery,2.807,3.236,3.627,3.750
2024-12-22,Alabama,Montgomery,2.720,3.164,3.576,3.289
2025-01-15,Alabama,Montgomery,2.789,3.236,3.661,3.365
2025-01-21,Alabama,Montgomery,2.817,3.248,3.654,3.426
2025-01-22,Alabama,Montgomery,2.817,3.250,3.673,3.438
2024-01-22,Alabama,Russell County,2.809,3.252,3.553,3.906
2024-12-22,Alabama,Russell County,2.711,3.168,3.526,3.387
2025-01-15,Alabama,Russell County,2.761,3.205,3.532,3.431
2025-01-21,Alabama,Russell County,2.812,3.225,3.563,3.468
2025-01-22,Alabama,Russell County,2.810,3.222,3.578,3.439
2024-01-22,Alabama,Tuscaloosa,2.773,3.182,3.536,3.690
2024-12-22,Alabama,Tuscaloosa,2.724,3.161,3.548,3.268
2025-01-15,Alabama,Tuscaloosa,2.742,3.183,3.596,3.341
2025-01-21,Alabama,Tuscaloosa,2.776,3.204,3.621,3.370
2025-01-22,Alabama,Tuscaloosa,2.783,3.218,3.646,3.406
2024-01-22,Alaska,Anchorage,3.508,3.795,3.999,3.803
2024-12-22,Alaska,Anchorage,3.345,3.615,3.836,3.537
2025-01-15,Alaska,Anchorage,3.285,3.577,3.795,3.530
2025-01-21,Alaska,Anchorage,3.302,3.598,3.806,3.543
2025-01-22,Alaska,Anchorage,3.287,3.587,3.819,3.527
2024-01-22,Alaska,Fairbanks,3.497,3.686,3.845,4.009
2024-12-22,Alaska,Fairbanks,3.220,3.454,3.672,3.567
2025-01-15,Alaska,Fairbanks,3.208,3.460,3.654,3.540
2025-01-21,Alaska,Fairbanks,3.193,3.453,3.575,3.574
2025-01-22,Alaska,Fairbanks,3.201,3.397,3.602,3.574
2024-01-22,Alaska,Juneau,3.604,3.727,3.819,4.239
2024-12-22,Alaska,Juneau,3.482,3.387,3.477,3.515
2025-01-15,Alaska,Juneau,3.305,3.366,3.466,3.656
2025-01-21,Alaska,Juneau,3.366,3.346,3.439,3.486
2025-01-22,Alaska,Juneau,3.437,3.372,3.472,3.502
2024-01-22,Arizona,East Valley,3.091,3.423,3.714,3.813
2024-12-22,Arizona,East Valley,3.168,3.511,3.856,3.426
2025-01-15,Arizona,East Valley,3.095,3.444,3.768,3.524
2025-01-21,Arizona,East Valley,3.198,3.545,3.869,3.592
