Date,State,City,Regular,Mid-Grade,Premium,Diesel
2024-01-31,Alabama,Anniston-Oxford,2.853,3.243,3.614,3.715
2024-12-31,Alabama,Anniston-Oxford,2.784,3.172,3.568,3.280
2025-01-24,Alabama,Anniston-Oxford,2.824,3.182,3.592,3.387
2025-01-30,Alabama,Anniston-Oxford,2.844,3.239,3.630,3.397
2025-01-31,Alabama,Anniston-Oxford,2.842,3.231,3.611,3.409
2024-01-31,Alabama,Auburn,2.868,3.249,3.604,3.744
2024-12-31,Alabama,Auburn,2.651,3.030,3.414,3.232
2025-01-24,Alabama,Auburn,2.748,3.164,3.554,3.393
2025-01-30,Alabama,Auburn,2.759,3.160,3.537,3.404
2025-01-31,Alabama,Auburn,2.746,3.156,3.529,3.393
2024-01-31,Alabama,Birmingham,2.903,3.325,3.717,3.807
2024-12-31,Alabama,Birmingham,2.725,3.166,3.578,3.351
2025-01-24,Alabama,Birmingham,2.791,3.254,3.652,3.500
2025-01-30,Alabama,Birmingham,2.827,3.303,3.702,3.540
2025-01-31,Alabama,Birmingham,2.825,3.303,3.688,3.536
2024-01-31,Alabama,Daphne-Fairhope-Foley,2.884,3.281,3.661,3.709
2024-12-31,Alabama,Daphne-Fairhope-Foley,2.694,3.107,3.495,3.207
2025-01-24,Alabama,Daphne-Fairhope-Foley,2.805,3.213,3.618,3.448
2025-01-30,Alabama,Daphne-Fairhope-Foley,2.792,3.201,3.604,3.436
2025-01-31,Alabama,Daphne-Fairhope-Foley,2.785,3.197,3.584,3.432
2024-01-31,Alabama,Decatur,2.846,3.251,3.630,3.720
2024-12-31,Alabama,Decatur,2.690,3.073,3.464,3.208
2025-01-24,Alabama,Decatur,2.759,3.170,3.564,3.361
2025-01-30,Alabama,Decatur,2.781,3.166,3.563,3.397
2025-01-31,Alabama,Decatur,2.769,3.193,3.561,3.401
2024-01-31,Alabama,Dothan,2.928,3.325,3.701,3.850
2024-12-31,Alabama,Dothan,2.738,3.134,3.531,3.525
2025-01-24,Alabama,Dothan,2.827,3.204,3.665,3.567
2025-01-30,Alabama,Dothan,2.861,3.269,3.690,3.609
2025-01-31,Alabama,Dothan,2.866,3.260,3.700,3.589
2024-01-31,Alabama,Florence-Muscle Shoals,2.848,3.255,3.648,3.657
2024-12-31,Alabama,Florence-Muscle Shoals,2.757,3.185,3.570,3.214
2025-01-24,Alabama,Florence-Muscle Shoals,2.846,3.284,3.655,3.382
2025-01-30,Alabama,Florence-Muscle Shoals,2.842,3.266,3.647,3.385
2025-01-31,Alabama,Florence-Muscle Shoals,2.849,3.280,3.647,3.396
2024-01-31,Alabama,Gadsden,2.765,3.127,3.594,3.666
2024-12-31,Alabama,Gadsden,2.694,3.122,3.504,3.236
2025-01-24,Alabama,Gadsden,2.705,3.119,3.497,3.354
2025-01-30,Alabama,Gadsden,2.762,3.139,3.563,3.366
2025-01-31,Alabama,Gadsden,2.731,3.153,3.531,3.361
2024-01-31,Alabama,Huntsville,2.894,3.311,3.675,3.763
2024-12-31,Alabama,Huntsville,2.730,3.116,3.485,3.310
2025-01-24,Alabama,Huntsville,2.814,3.231,3.617,3.417
2025-01-30,Alabama,Huntsville,2.831,3.266,3.637,3.450
2025-01-31,Alabama,Huntsville,2.826,3.244,3.627,3.440
2024-01-31,Alabama,Mobile,2.867,3.333,3.688,3.717
2024-12-31,Alabama,Mobile,2.663,3.076,3.414,3.267
2025-01-24,Alabama,Mobile,2.786,3.193,3.552,3.511
2025-01-30,Alabama,Mobile,2.768,3.204,3.586,3.465
2025-01-31,Alabama,Mobile,2.765,3.209,3.575,3.464
2024-01-31,Alabama,Montgomery,2.892,3.350,3.769,3.797
2024-12-31,Alabama,Montgomery,2.715,3.171,3.574,3.269
2025-01-24,Alabama,Montgomery,2.814,3.262,3.667,3.450
2025-01-30,Alabama,Montgomery,2.822,3.259,3.660,3.446
2025-01-31,Alabama,Montgomery,2.816,3.250,3.642,3.447
2024-01-31,Alabama,Russell County,2.888,3.305,3.573,3.902
2024-12-31,Alabama,Russell County,2.698,3.166,3.536,3.337
2025-01-24,Alabama,Russell County,2.823,3.232,3.560,3.443
2025-01-30,Alabama,Russell County,2.803,3.230,3.598,3.488
2025-01-31,Alabama,Russell County,2.809,3.237,3.591,3.488
2024-01-31,Alabama,Tuscaloosa,2.849,3.268,3.684,3.763
2024-12-31,Alabama,Tuscaloosa,2.698,3.154,3.505,3.241
2025-01-24,Alabama,Tuscaloosa,2.801,3.242,3.658,3.442
2025-01-30,Alabama,Tuscaloosa,2.805,3.254,3.632,3.441
2025-01-31,Alabama,Tuscaloosa,2.806,3.283,3.667,3.429
2024-01-31,Alaska,Anchorage,3.437,3.733,3.942,3.771
2024-12-31,Alaska,Anchorage,3.327,3.614,3.825,3.520
2025-01-24,Alaska,Anchorage,3.293,3.579,3.814,3.549
2025-01-30,Alaska,Anchorage,3.287,3.596,3.797,3.549
2025-01-31,Alaska,Anchorage,3.289,3.592,3.827,3.549
2024-01-31,Alaska,Fairbanks,3.461,3.668,3.857,4.026
2024-12-31,Alaska,Fairbanks,3.234,3.439,3.718,3.557
2025-01-24,Alaska,Fairbanks,3.189,3.421,3.642,3.571
2025-01-30,Alaska,Fairbanks,3.217,3.414,3.635,3.571
2025-01-31,Alaska,Fairbanks,3.201,3.422,3.602,3.596
2024-01-31,Alaska,Juneau,3.720,3.722,3.934,4.225
2024-12-31,Alaska,Juneau,3.383,3.352,3.451,3.493
2025-01-24,Alaska,Juneau,3.427,3.351,3.446,3.500
2025-01-30,Alaska,Juneau,3.332,3.376,3.476,3.500
2025-01-31,Alaska,Juneau,3.321,3.375,3.469,3.500
2024-01-31,Arizona,East Valley,3.171,3.494,3.795,3.798
2024-12-31,Arizona,East Valley,3.140,3.487,3.822,3.410
2025-01-24,Arizona,East Valley,3.209,3.559,3.882,3.612
2025-01-30,Arizona,East Valley,3.358,3.692,4.022,3.612
2025-01-31,Arizona,East Valley,3.375,3.714,4.038,3.616
2024-01-31,Arizona,Flagstaff,3.095,3.283,3.630,3.902
2024-12-31,Arizona,Flagstaff,3.092,3.353,3.698,3.512
2025-01-24,Arizona,Flagstaff,3.204,3.499,3.824,3.730
2025-01-30,Arizona,Flagstaff,3.209,3.490,3.820,3.756
2025-01-31,Arizona,Flagstaff,3.209,3.475,3.827,3.727
2024-01-31,Arizona,Glendale,3.176,3.482,3.784,3.674
2024-12-31,Arizona,Glendale,3.036,3.373,3.702,3.338
2025-01-24,Arizona,Glendale,3.141,3.489,3.805,3.564
2025-01-30,Arizona,Glendale,3.342,3.665,3.974,3.571
2025-01-31,Arizona,Glendale,3.375,3.711,4.018,3.562
2024-01-31,Arizona,Lake Havasu-Kingman,3.289,3.374,3.709,3.918
2024-12-31,Arizona,Lake Havasu-Kingman,3.043,3.246,3.631,3.492
2025-01-24,Arizona,Lake Havasu-Kingman,3.112,3.374,3.641,3.720
2025-01-30,Arizona,Lake Havasu-Kingman,3.137,3.369,3.693,3.742
2025-01-31,Arizona,Lake Havasu-Kingman,3.125,3.400,3.731,3.723
2024-01-31,Arizona,Peoria,3.221,3.511,3.820,3.794
2024-12-31,Arizona,Peoria,3.054,3.390,3.720,3.363
2025-01-24,Arizona,Peoria,3.163,3.517,3.862,3.576
2025-01-30,Arizona,Peoria,3.345,3.672,3.982,3.568
2025-01-31,Arizona,Peoria,3.369,3.698,4.032,3.565
2024-01-31,Arizona,Phoenix Proper,3.179,3.497,3.788,3.825
2024-12-31,Arizona,Phoenix Proper,3.061,3.397,3.712,3.449
2025-01-24,Arizona,Phoenix Proper,3.170,3.512,3.825,3.596
2025-01-30,Arizona,Phoenix Proper,3.348,3.697,4.000,3.597
2025-01-31,Arizona,Phoenix Proper,3.361,3.718,4.020,3.595
2024-01-31,Arizona,Phoenix-Mesa,3.184,3.503,3.796,3.826
2024-12-31,Arizona,Phoenix-Mesa,3.080,3.418,3.740,3.437
2025-01-24,Arizona,Phoenix-Mesa,3.179,3.523,3.840,3.617
2025-01-30,Arizona,Phoenix-Mesa,3.333,3.669,3.984,3.619
2025-01-31,Arizona,Phoenix-Mesa,3.352,3.688,4.006,3.616
2024-01-31,Arizona,Pima County,3.165,3.502,3.771,3.806
2024-12-31,Arizona,Pima County,2.917,3.267,3.582,3.419
2025-01-24,Arizona,Pima County,3.099,3.460,3.755,3.602
2025-01-30,Arizona,Pima County,3.066,3.410,3.722,3.576
2025-01-31,Arizona,Pima County,3.061,3.408,3.714,3.580
2024-01-31,Arizona,Prescott,3.147,3.396,3.756,3.811
2024-12-31,Arizona,Prescott,3.206,3.423,3.773,3.466
2025-01-24,Arizona,Prescott,3.213,3.495,3.827,3.684
2025-01-30,Arizona,Prescott,3.243,3.505,3.860,3.695
2025-01-31,Arizona,Prescott,3.255,3.508,3.835,3.720
2024-01-31,Arizona,Scottsdale,3.296,3.603,3.884,4.043
2024-12-31,Arizona,Scottsdale,3.186,3.511,3.816,3.594
2025-01-24,Arizona,Scottsdale,3.284,3.609,3.921,3.720
2025-01-30,Arizona,Scottsdale,3.378,3.712,4.019,3.720
2025-01-31,Arizona,Scottsdale,3.420,3.738,4.058,3.725
2024-01-31,Arizona,Sierra Vista-Douglas,3.130,3.431,3.726,4.001
2024-12-31,Arizona,Sierra Vista-Douglas,3.140,3.430,3.764,3.524
2025-01-24,Arizona,Sierra Vista-Douglas,3.192,3.482,3.809,3.696
2025-01-30,Arizona,Sierra Vista-Douglas,3.183,3.490,3.795,3.666
2025-01-31,Arizona,Sierra Vista-Douglas,3.180,3.479,3.781,3.666
2024-01-31,Arizona,Tucson,3.157,3.487,3.760,3.810
2024-12-31,Arizona,Tucson,2.918,3.269,3.584,3.423
2025-01-24,Arizona,Tucson,3.094,3.455,3.750,3.609
2025-01-30,Arizona,Tucson,3.065,3.409,3.718,3.581
2025-01-31,Arizona,Tucson,3.060,3.407,3.712,3.586
2024-01-31,Arizona,West Valley,3.179,3.490,3.792,3.716
2024-12-31,Arizona,West Valley,3.033,3.376,3.706,3.336
2025-01-24,Arizona,West Valley,3.142,3.498,3.803,3.559
2025-01-30,Arizona,West Valley,3.329,3.650,3.965,3.563
2025-01-31,Arizona,West Valley,3.360,3.690,4.005,3.555
2024-01-31,Arizona,Yuma,3.273,3.675,3.900,4.245
2024-12-31,Arizona,Yuma,2.971,3.318,3.626,3.393
2025-01-24,Arizona,Yuma,3.041,3.372,3.672,3.613
2025-01-30,Arizona,Yuma,3.060,3.397,3.695,3.606
2025-01-31,Arizona,Yuma,3.050,3.398,3.692,3.591
2024-01-31,Arkansas,Fayetteville-Springdale-Rogers,2.767,3.102,3.421,3.280
2024-12-31,Arkansas,Fayetteville-Springdale-Rogers,2.668,3.047,3.363,3.034
2025-01-24,Arkansas,Fayetteville-Springdale-Rogers,2.850,3.225,3.529,3.272
2025-01-30,Arkansas,Fayetteville-Springdale-Rogers,2.813,3.197,3.486,3.251
2025-01-31,Arkansas,Fayetteville-Springdale-Rogers,2.806,3.184,3.476,3.242
2024-01-31,Arkansas,Fort Smith (AR only),2.656,3.029,3.369,3.627
2024-12-31,Arkansas,Fort Smith (AR only),2.594,2.998,3.356,3.080
2025-01-24,Arkansas,Fort Smith (AR only),2.726,3.086,3.433,3.252
2025-01-30,Arkansas,Fort Smith (AR only),2.697,3.071,3.421,3.223
2025-01-31,Arkansas,Fort Smith (AR only),2.697,3.033,3.428,3.241
2024-01-31,Arkansas,Hot Springs,2.670,3.123,3.556,3.666
2024-12-31,Arkansas,Hot Springs,2.640,3.101,3.498,3.176
2025-01-24,Arkansas,Hot Springs,2.722,3.194,3.572,3.237
2025-01-30,Arkansas,Hot Springs,2.707,3.181,3.590,3.243
2025-01-31,Arkansas,Hot Springs,2.707,3.157,3.569,3.256
2024-01-31,Arkansas,Jonesboro,2.782,3.168,3.574,3.662
2024-12-31,Arkansas,Jonesboro,2.609,2.952,3.329,3.199
2025-01-24,Arkansas,Jonesboro,2.765,3.170,3.599,3.387
2025-01-30,Arkansas,Jonesboro,2.729,3.087,3.518,3.393
2025-01-31,Arkansas,Jonesboro,2.726,3.083,3.486,3.386
2024-01-31,Arkansas,Little Rock-North Little Rock,2.715,3.122,3.514,3.582
2024-12-31,Arkansas,Little Rock-North Little Rock,2.636,3.063,3.452,3.134
2025-01-24,Arkansas,Little Rock-North Little Rock,2.755,3.195,3.575,3.277
2025-01-30,Arkansas,Little Rock-North Little Rock,2.729,3.155,3.539,3.264
2025-01-31,Arkansas,Little Rock-North Little Rock,2.724,3.148,3.535,3.259
2024-01-31,Arkansas,Pine Bluff,2.732,3.212,3.519,3.643
2024-12-31,Arkansas,Pine Bluff,2.619,2.974,3.570,3.223
2025-01-24,Arkansas,Pine Bluff,2.704,3.204,3.649,3.372
2025-01-30,Arkansas,Pine Bluff,2.711,3.189,3.630,3.438
2025-01-31,Arkansas,Pine Bluff,2.711,3.219,3.627,3.428
2024-01-31,Arkansas,Texarkana (AR only),2.884,3.247,3.595,3.709
2024-12-31,Arkansas,Texarkana (AR only),2.672,3.041,3.389,3.198
2025-01-24,Arkansas,Texarkana (AR only),2.832,3.241,3.556,3.470
2025-01-30,Arkansas,Texarkana (AR only),2.844,3.215,3.577,3.478
2025-01-31,Arkansas,Texarkana (AR only),2.852,3.260,3.571,3.441
2024-01-31,Arkansas,West Memphis,2.842,3.302,3.649,3.598
2024-12-31,Arkansas,West Memphis,2.669,3.036,3.390,3.205
2025-01-24,Arkansas,West Memphis,2.842,3.250,3.642,3.572
2025-01-30,Arkansas,West Memphis,2.840,3.293,3.750,3.516
2025-01-31,Arkansas,West Memphis,2.829,3.280,3.712,3.494
2024-01-31,California,Bakersfield,4.572,4.768,4.954,5.554
2024-12-31,California,Bakersfield,4.263,4.438,4.712,4.856
2025-01-24,California,Bakersfield,4.329,4.543,4.750,5.029
2025-01-30,California,Bakersfield,4.330,4.542,4.788,5.029
2025-01-31,California,Bakersfield,4.343,4.526,4.763,5.015
2024-01-31,California,Chico-Paradise,4.340,4.594,4.767,5.020
2024-12-31,California,Chico-Paradise,4.088,4.168,4.430,4.525
2025-01-24,California,Chico-Paradise,4.217,4.428,4.594,4.766
2025-01-30,California,Chico-Paradise,4.244,4.435,4.654,4.757
2025-01-31,California,Chico-Paradise,4.247,4.461,4.633,4.773
2024-01-31,California,El Centro,4.313,4.505,4.734,5.384
