Date,State,City,Regular,Mid-Grade,Premium,Diesel
2024-01-27,Alabama,Anniston-Oxford,2.760,3.140,3.493,3.698
2024-12-27,Alabama,Anniston-Oxford,2.770,3.143,3.570,3.265
2025-01-20,Alabama,Anniston-Oxford,2.800,3.146,3.540,3.342
2025-01-26,Alabama,Anniston-Oxford,2.809,3.132,3.586,3.405
2025-01-27,Alabama,Anniston-Oxford,2.820,3.140,3.551,3.391
2024-01-27,Alabama,Auburn,2.820,3.233,3.529,3.701
2024-12-27,Alabama,Auburn,2.654,3.013,3.471,3.205
2025-01-20,Alabama,Auburn,2.758,3.141,3.551,3.391
2025-01-26,Alabama,Auburn,2.749,3.147,3.558,3.403
2025-01-27,Alabama,Auburn,2.752,3.128,3.533,3.412
2024-01-27,Alabama,Birmingham,2.804,3.251,3.629,3.772
2024-12-27,Alabama,Birmingham,2.726,3.177,3.579,3.337
2025-01-20,Alabama,Birmingham,2.793,3.256,3.641,3.469
2025-01-26,Alabama,Birmingham,2.788,3.240,3.650,3.502
2025-01-27,Alabama,Birmingham,2.785,3.228,3.618,3.495
2024-01-27,Alabama,Daphne-Fairhope-Foley,2.854,3.248,3.593,3.655
2024-12-27,Alabama,Daphne-Fairhope-Foley,2.696,3.095,3.482,3.213
2025-01-20,Alabama,Daphne-Fairhope-Foley,2.808,3.230,3.620,3.434
2025-01-26,Alabama,Daphne-Fairhope-Foley,2.807,3.227,3.617,3.445
2025-01-27,Alabama,Daphne-Fairhope-Foley,2.789,3.234,3.591,3.446
2024-01-27,Alabama,Decatur,2.804,3.208,3.600,3.717
2024-12-27,Alabama,Decatur,2.697,3.126,3.502,3.194
2025-01-20,Alabama,Decatur,2.765,3.123,3.494,3.348
2025-01-26,Alabama,Decatur,2.746,3.132,3.548,3.382
2025-01-27,Alabama,Decatur,2.751,3.142,3.530,3.386
2024-01-27,Alabama,Dothan,2.838,3.244,3.601,3.832
2024-12-27,Alabama,Dothan,2.739,3.124,3.490,3.525
2025-01-20,Alabama,Dothan,2.806,3.192,3.627,3.565
2025-01-26,Alabama,Dothan,2.823,3.211,3.649,3.562
2025-01-27,Alabama,Dothan,2.805,3.196,3.611,3.561
2024-01-27,Alabama,Florence-Muscle Shoals,2.755,3.124,3.518,3.647
2024-12-27,Alabama,Florence-Muscle Shoals,2.743,3.151,3.509,3.219
2025-01-20,Alabama,Florence-Muscle Shoals,2.820,3.222,3.599,3.306
2025-01-26,Alabama,Florence-Muscle Shoals,2.817,3.220,3.610,3.364
2025-01-27,Alabama,Florence-Muscle Shoals,2.807,3.207,3.595,3.367
2024-01-27,Alabama,Gadsden,2.701,3.063,3.477,3.662
2024-12-27,Alabama,Gadsden,2.698,3.097,3.534,3.252
2025-01-20,Alabama,Gadsden,2.701,3.079,3.516,3.345
2025-01-26,Alabama,Gadsden,2.694,3.097,3.487,3.366
2025-01-27,Alabama,Gadsden,2.698,3.110,3.481,3.361
2024-01-27,Alabama,Huntsville,2.842,3.244,3.626,3.742
2024-12-27,Alabama,Huntsville,2.737,3.140,3.534,3.305
2025-01-20,Alabama,Huntsville,2.796,3.190,3.563,3.419
2025-01-26,Alabama,Huntsville,2.808,3.229,3.590,3.417
2025-01-27,Alabama,Huntsville,2.813,3.208,3.590,3.380
2024-01-27,Alabama,Mobile,2.839,3.284,3.669,3.703
2024-12-27,Alabama,Mobile,2.661,3.090,3.453,3.249
2025-01-20,Alabama,Mobile,2.791,3.235,3.597,3.467
2025-01-26,Alabama,Mobile,2.777,3.198,3.568,3.498
2025-01-27,Alabama,Mobile,2.774,3.172,3.544,3.485
2024-01-27,Alabama,Montgomery,2.836,3.303,3.701,3.797
2024-12-27,Alabama,Montgomery,2.711,3.154,3.576,3.265
2025-01-20,Alabama,Montgomery,2.810,3.232,3.661,3.413
2025-01-26,Alabama,Montgomery,2.811,3.235,3.651,3.447
2025-01-27,Alabama,Montgomery,2.800,3.239,3.600,3.436
2024-01-27,Alabama,Russell County,2.875,3.283,3.642,3.905
2024-12-27,Alabama,Russell County,2.721,3.147,3.564,3.395
2025-01-20,Alabama,Russell County,2.809,3.229,3.569,3.430
2025-01-26,Alabama,Russell County,2.819,3.273,3.597,3.486
2025-01-27,Alabama,Russell County,2.819,3.248,3.553,3.491
2024-01-27,Alabama,Tuscaloosa,2.803,3.237,3.652,3.721
2024-12-27,Alabama,Tuscaloosa,2.705,3.154,3.564,3.245
2025-01-20,Alabama,Tuscaloosa,2.765,3.180,3.578,3.374
2025-01-26,Alabama,Tuscaloosa,2.802,3.214,3.624,3.421
2025-01-27,Alabama,Tuscaloosa,2.799,3.209,3.622,3.418
2024-01-27,Alaska,Anchorage,3.476,3.772,4.006,3.797
2024-12-27,Alaska,Anchorage,3.330,3.643,3.858,3.532
2025-01-20,Alaska,Anchorage,3.287,3.602,3.811,3.532
2025-01-26,Alaska,Anchorage,3.287,3.587,3.823,3.550
2025-01-27,Alaska,Anchorage,3.276,3.571,3.804,3.555
2024-01-27,Alaska,Fairbanks,3.457,3.634,3.852,4.019
2024-12-27,Alaska,Fairbanks,3.234,3.509,3.651,3.578
2025-01-20,Alaska,Fairbanks,3.184,3.460,3.600,3.551
2025-01-26,Alaska,Fairbanks,3.203,3.402,3.613,3.591
2025-01-27,Alaska,Fairbanks,3.206,3.445,3.628,3.575
2024-01-27,Alaska,Juneau,3.796,3.719,3.809,4.071
2024-12-27,Alaska,Juneau,3.232,3.352,3.451,3.503
2025-01-20,Alaska,Juneau,3.223,3.351,3.442,3.489
2025-01-26,Alaska,Juneau,3.394,3.349,3.574,3.495
2025-01-27,Alaska,Juneau,3.477,3.349,3.461,3.489
2024-01-27,Arizona,East Valley,3.168,3.516,3.812,3.803
2024-12-27,Arizona,East Valley,3.154,3.495,3.811,3.426
2025-01-20,Arizona,East Valley,3.196,3.538,3.848,3.595
2025-01-26,Arizona,East Valley,3.209,3.554,3.882,3.618
2025-01-27,Arizona,East Valley,3.211,3.552,3.867,3.612
2024-01-27,Arizona,Flagstaff,3.094,3.295,3.636,3.917
2024-12-27,Arizona,Flagstaff,3.040,3.346,3.685,3.509
2025-01-20,Arizona,Flagstaff,3.117,3.397,3.760,3.627
2025-01-26,Arizona,Flagstaff,3.173,3.467,3.814,3.722
2025-01-27,Arizona,Flagstaff,3.187,3.476,3.855,3.725
2024-01-27,Arizona,Glendale,3.179,3.540,3.836,3.743
2024-12-27,Arizona,Glendale,3.021,3.380,3.675,3.353
2025-01-20,Arizona,Glendale,3.140,3.481,3.825,3.567
2025-01-26,Arizona,Glendale,3.142,3.490,3.781,3.560
2025-01-27,Arizona,Glendale,3.146,3.471,3.799,3.541
2024-01-27,Arizona,Lake Havasu-Kingman,3.255,3.374,3.709,3.927
2024-12-27,Arizona,Lake Havasu-Kingman,3.023,3.280,3.567,3.485
2025-01-20,Arizona,Lake Havasu-Kingman,3.093,3.302,3.652,3.648
2025-01-26,Arizona,Lake Havasu-Kingman,3.106,3.304,3.672,3.711
2025-01-27,Arizona,Lake Havasu-Kingman,3.110,3.336,3.703,3.705
2024-01-27,Arizona,Peoria,3.228,3.585,3.866,3.769
2024-12-27,Arizona,Peoria,3.079,3.419,3.737,3.425
