Date,State,City,Regular,Mid-Grade,Premium,Diesel
2023-12-27,Alabama,Anniston-Oxford,2.794,3.127,3.488,3.757
2024-11-27,Alabama,Anniston-Oxford,2.755,3.160,3.554,3.280
2024-12-20,Alabama,Anniston-Oxford,2.778,3.170,3.602,3.280
2024-12-26,Alabama,Anniston-Oxford,2.772,3.173,3.569,3.304
2024-12-27,Alabama,Anniston-Oxford,2.770,3.143,3.570,3.265
2023-12-27,Alabama,Auburn,2.777,3.172,3.507,3.671
2024-11-27,Alabama,Auburn,2.715,3.125,3.501,3.263
2024-12-20,Alabama,Auburn,2.704,3.099,3.518,3.283
2024-12-26,Alabama,Auburn,2.664,3.015,3.512,3.166
2024-12-27,Alabama,Auburn,2.654,3.013,3.471,3.205
2023-12-27,Alabama,Birmingham,2.799,3.198,3.604,3.783
2024-11-27,Alabama,Birmingham,2.745,3.212,3.615,3.360
2024-12-20,Alabama,Birmingham,2.754,3.233,3.630,3.372
2024-12-26,Alabama,Birmingham,2.731,3.175,3.591,3.345
2024-12-27,Alabama,Birmingham,2.726,3.177,3.579,3.337
2023-12-27,Alabama,Daphne-Fairhope-Foley,2.808,3.207,3.607,3.657
2024-11-27,Alabama,Daphne-Fairhope-Foley,2.726,3.136,3.492,3.235
2024-12-20,Alabama,Daphne-Fairhope-Foley,2.720,3.146,3.508,3.232
2024-12-26,Alabama,Daphne-Fairhope-Foley,2.697,3.119,3.507,3.216
2024-12-27,Alabama,Daphne-Fairhope-Foley,2.696,3.095,3.482,3.213
2023-12-27,Alabama,Decatur,2.728,3.128,3.531,3.747
2024-11-27,Alabama,Decatur,2.683,3.109,3.479,3.220
2024-12-20,Alabama,Decatur,2.706,3.145,3.516,3.224
2024-12-26,Alabama,Decatur,2.696,3.090,3.464,3.197
2024-12-27,Alabama,Decatur,2.697,3.126,3.502,3.194
2023-12-27,Alabama,Dothan,2.822,3.182,3.586,3.825
2024-11-27,Alabama,Dothan,2.803,3.165,3.602,3.542
2024-12-20,Alabama,Dothan,2.786,3.223,3.535,3.553
2024-12-26,Alabama,Dothan,2.743,3.147,3.521,3.526
2024-12-27,Alabama,Dothan,2.739,3.124,3.490,3.525
2023-12-27,Alabama,Florence-Muscle Shoals,2.784,3.151,3.551,3.801
2024-11-27,Alabama,Florence-Muscle Shoals,2.739,3.166,3.536,3.241
2024-12-20,Alabama,Florence-Muscle Shoals,2.793,3.199,3.607,3.218
2024-12-26,Alabama,Florence-Muscle Shoals,2.746,3.157,3.515,3.199
2024-12-27,Alabama,Florence-Muscle Shoals,2.743,3.151,3.509,3.219
2023-12-27,Alabama,Gadsden,2.688,3.071,3.516,3.746
2024-11-27,Alabama,Gadsden,2.692,3.104,3.483,3.244
2024-12-20,Alabama,Gadsden,2.764,3.172,3.577,3.294
2024-12-26,Alabama,Gadsden,2.702,3.099,3.557,3.249
2024-12-27,Alabama,Gadsden,2.698,3.097,3.534,3.252
2023-12-27,Alabama,Huntsville,2.800,3.165,3.549,3.769
2024-11-27,Alabama,Huntsville,2.771,3.167,3.565,3.356
2024-12-20,Alabama,Huntsville,2.749,3.164,3.552,3.335
2024-12-26,Alabama,Huntsville,2.738,3.123,3.520,3.271
2024-12-27,Alabama,Huntsville,2.737,3.140,3.534,3.305
2023-12-27,Alabama,Mobile,2.803,3.233,3.612,3.689
2024-11-27,Alabama,Mobile,2.679,3.109,3.478,3.257
2024-12-20,Alabama,Mobile,2.683,3.148,3.538,3.268
2024-12-26,Alabama,Mobile,2.662,3.090,3.460,3.209
2024-12-27,Alabama,Mobile,2.661,3.090,3.453,3.249
2023-12-27,Alabama,Montgomery,2.835,3.301,3.694,3.814
2024-11-27,Alabama,Montgomery,2.747,3.193,3.621,3.301
2024-12-20,Alabama,Montgomery,2.733,3.192,3.600,3.299
2024-12-26,Alabama,Montgomery,2.716,3.152,3.550,3.261
2024-12-27,Alabama,Montgomery,2.711,3.154,3.576,3.265
2023-12-27,Alabama,Russell County,2.824,3.330,3.630,3.918
2024-11-27,Alabama,Russell County,2.746,3.168,3.549,3.425
2024-12-20,Alabama,Russell County,2.725,3.204,3.505,3.409
2024-12-26,Alabama,Russell County,2.716,3.218,3.553,3.404
2024-12-27,Alabama,Russell County,2.721,3.147,3.564,3.395
2023-12-27,Alabama,Tuscaloosa,2.780,3.209,3.611,3.755
2024-11-27,Alabama,Tuscaloosa,2.708,3.139,3.551,3.291
2024-12-20,Alabama,Tuscaloosa,2.730,3.176,3.580,3.270
2024-12-26,Alabama,Tuscaloosa,2.707,3.135,3.521,3.251
2024-12-27,Alabama,Tuscaloosa,2.705,3.154,3.564,3.245
2023-12-27,Alaska,Anchorage,3.583,3.887,4.088,3.978
2024-11-27,Alaska,Anchorage,3.458,3.784,3.979,3.597
2024-12-20,Alaska,Anchorage,3.335,3.649,3.854,3.546
2024-12-26,Alaska,Anchorage,3.339,3.654,3.835,3.542
2024-12-27,Alaska,Anchorage,3.330,3.643,3.858,3.532
2023-12-27,Alaska,Fairbanks,3.585,3.764,3.946,4.050
2024-11-27,Alaska,Fairbanks,3.439,3.666,3.903,3.680
2024-12-20,Alaska,Fairbanks,3.229,3.433,3.656,3.562
2024-12-26,Alaska,Fairbanks,3.229,3.494,3.627,3.571
2024-12-27,Alaska,Fairbanks,3.234,3.509,3.651,3.578
2023-12-27,Alaska,Juneau,3.824,3.761,3.855,4.187
2024-11-27,Alaska,Juneau,3.510,3.507,3.635,3.527
2024-12-20,Alaska,Juneau,3.468,3.379,3.583,3.514
2024-12-26,Alaska,Juneau,3.428,3.394,3.466,3.506
2024-12-27,Alaska,Juneau,3.232,3.352,3.451,3.503
2023-12-27,Arizona,East Valley,3.301,3.618,3.920,3.965
2024-11-27,Arizona,East Valley,3.265,3.612,3.952,3.486
2024-12-20,Arizona,East Valley,3.174,3.526,3.854,3.434
2024-12-26,Arizona,East Valley,3.156,3.499,3.826,3.423
2024-12-27,Arizona,East Valley,3.154,3.495,3.811,3.426
2023-12-27,Arizona,Flagstaff,3.346,3.595,3.837,4.202
2024-11-27,Arizona,Flagstaff,3.265,3.531,3.897,3.606
